procedure_id,display_name,specialty,region,manual_review,recommended_approach_ids,conditional_approach_ids,blocked_approach_ids,important_anatomy_count,structures_at_risk_count,landmarks_count,approach_notes_count,pimp_topics_count,facts_total,has_recommended_approaches,has_high_conf_fact,distinct_source_urls,missing_fields,scores,overall_resident_utility,priority_tier,reasons,suggested_improvements,source_coverage_status
acetabulum_fracture_orif_posterior,Acetabulum Fracture ORIF (Posterior/Kocher-Langenbeck),trauma,pelvis,False,"[""approach_lower_ext_pelvis_acetabulum_posterior_kocher_langenbeck""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
pelvis_ring_fracture_orif,Pelvis Ring Fracture ORIF,trauma,pelvis,True,[],[],[],0,0,0,1,2,1,False,False,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
hip_hemiarthroplasty,Hip Hemiarthroplasty,recon,hip,False,"[""approach_lower_ext_hip_posterior_moore_southern""]",[],[],1,1,0,1,3,3,True,True,2,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 4, ""structures_at_risk_usefulness"": 4, ""landmark_usefulness"": 3, ""approach_notes_usefulness"": 4, ""pimp_topic_usefulness"": 4}",5,excellent,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]",[],strong
tha_posterior,Total Hip Arthroplasty (Posterior Approach),recon,hip,False,"[""approach_lower_ext_hip_posterior_moore_southern""]",[],[],1,2,1,1,3,5,True,True,2,[],"{""approach_accuracy"": 5, ""anatomy_usefulness"": 4, ""structures_at_risk_usefulness"": 5, ""landmark_usefulness"": 4, ""approach_notes_usefulness"": 4, ""pimp_topic_usefulness"": 4}",5,excellent,[],[],strong
tha_anterior,Total Hip Arthroplasty (Direct Anterior Approach),recon,hip,False,"[""approach_lower_ext_hip_anterior_smith_peterson""]",[],[],1,0,0,1,3,2,True,True,1,"[""structures_at_risk"", ""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 4, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 3, ""approach_notes_usefulness"": 4, ""pimp_topic_usefulness"": 4}",4,excellent,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]",[],partial
tha_lateral,Total Hip Arthroplasty (Lateral/Hardinge Approach),recon,hip,False,"[""approach_lower_ext_hip_lateral_hardinge""]",[],[],1,1,0,1,3,3,True,True,2,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 4, ""structures_at_risk_usefulness"": 4, ""landmark_usefulness"": 3, ""approach_notes_usefulness"": 4, ""pimp_topic_usefulness"": 4}",5,excellent,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]",[],strong
tka,Total Knee Arthroplasty,recon,knee,False,"[""approach_lower_ext_knee_anterior_medial_parapatellar""]",[],[],4,3,4,3,5,14,True,True,2,[],"{""approach_accuracy"": 5, ""anatomy_usefulness"": 5, ""structures_at_risk_usefulness"": 5, ""landmark_usefulness"": 5, ""approach_notes_usefulness"": 5, ""pimp_topic_usefulness"": 5}",5,excellent,[],"[""Ensure parapatellar exposure details, extensor mechanism, saphenous branch, tibial tubercle/patella landmarks from knee approach pages (12028 etc.).""]",strong
acl_reconstruction,ACL Reconstruction,sports,knee,False,"[""approach_lower_ext_knee_anterior_medial_parapatellar""]",[],[],1,0,1,1,2,3,True,True,1,"[""structures_at_risk""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 2, ""landmark_usefulness"": 3, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,should_fix,[],"[""Ensure parapatellar exposure details, extensor mechanism, saphenous branch, tibial tubercle/patella landmarks from knee approach pages (12028 etc.).""]",partial
rotator_cuff_repair,Rotator Cuff Repair,sports,shoulder,False,"[""approach_shoulder_lateral_deltoid_split"", ""approach_shoulder_deltopectoral""]",[],[],1,1,1,2,5,5,True,True,1,[],"{""approach_accuracy"": 5, ""anatomy_usefulness"": 4, ""structures_at_risk_usefulness"": 4, ""landmark_usefulness"": 4, ""approach_notes_usefulness"": 5, ""pimp_topic_usefulness"": 5}",4,excellent,[],[],partial
carpal_tunnel_release,Carpal Tunnel Release,hand,wrist,False,"[""approach_wrist_carpal_tunnel""]",[],[],1,0,0,0,2,1,True,True,1,"[""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 2, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 2, ""pimp_topic_usefulness"": 2}",3,should_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Deepen from https://www.orthobullets.com/approaches/12014/volar-approach-to-wrist : palmar cutaneous branch course, motor branch variation, transverse carpal ligament ulnar-side release under vision, thenar crease + PL landmarks, superficial palmar arch danger.""]",partial
cubital_tunnel_release,Cubital Tunnel Release,hand,elbow,True,[],[],[],0,0,0,1,2,1,False,False,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
patella_fracture_orif,Patella Fracture ORIF,trauma,knee,False,"[""approach_lower_ext_knee_anterior_medial_parapatellar""]",[],[],1,0,1,0,2,2,True,False,1,"[""structures_at_risk"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 2, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
tibial_plateau_fracture_orif,Tibial Plateau Fracture ORIF,trauma,knee,False,"[""approach_lower_ext_knee_anterior_medial_parapatellar"", ""approach_lower_ext_knee_lateral""]",[],[],0,0,0,1,2,1,True,True,1,"[""important_anatomy"", ""structures_at_risk"", ""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 2, ""structures_at_risk_usefulness"": 2, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,should_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
femoral_shaft_fracture_orif,Femoral Shaft Fracture ORIF,trauma,thigh,False,"[""approach_lower_ext_thigh_lateral"", ""approach_lower_ext_thigh_posterolateral""]",[],[],2,1,1,2,2,6,True,True,1,[],"{""approach_accuracy"": 5, ""anatomy_usefulness"": 4, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 3, ""approach_notes_usefulness"": 4, ""pimp_topic_usefulness"": 2}",4,excellent,[],[],partial
clavicle_fracture_orif,Clavicle Fracture ORIF,trauma,shoulder,True,[],[],[],0,0,0,1,2,1,False,False,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
scaphoid_fracture_orif,Scaphoid Fracture ORIF,hand,wrist,False,"[""approach_wrist_volar_distal_henry"", ""approach_wrist_dorsal""]",[],[],1,0,0,1,2,2,True,True,1,"[""structures_at_risk"", ""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 2, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,should_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Add retrograde blood supply, humpback/DISI criteria, volar vs dorsal approach choice + central screw from OB scaphoid fracture page.""]",partial
monteggia_fracture_orif,Monteggia Fracture ORIF,trauma,forearm,False,"[""approach_forearm_anterior_henry""]","[{""condition"": ""radial head open reduction needed"", ""triggers"": [""radial head"", ""radial head dislocation""], ""approach_ids"": [""approach_elbow_lateral_kocher""]}]",[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
achilles_tendon_repair,Achilles Tendon Repair,sports,ankle,False,"[""approach_lower_ext_ankle_posteromedial""]",[],[],0,1,0,1,2,2,True,True,1,"[""important_anatomy"", ""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 2, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,should_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Add posteromedial approach, sural nerve, paratenon management from OB Achilles rupture page.""]",partial
total_ankle_arthroplasty,Total Ankle Arthroplasty,foot_ankle,ankle,False,"[""approach_lower_ext_ankle_anterior""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
high_tibial_osteotomy,High Tibial Osteotomy,recon,knee,False,"[""approach_lower_ext_knee_medial"", ""approach_lower_ext_knee_anterior_medial_parapatellar""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
supracondylar_humerus_fracture_pediatric,Supracondylar Humerus Fracture (Pediatric) ORIF/CRPP,pediatrics,humerus,True,[],[],[],0,0,0,1,2,1,False,False,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
intertrochanteric_hip_fracture_orif,Intertrochanteric Hip Fracture ORIF,trauma,hip,False,"[""approach_lower_ext_hip_lateral_hardinge"", ""approach_lower_ext_thigh_lateral""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
femoral_neck_fracture_orif_young,Femoral Neck Fracture ORIF (Young Patient),trauma,hip,False,"[""approach_lower_ext_hip_anterior_smith_peterson"", ""approach_lower_ext_hip_anterolateral_watson_jones""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
revision_tha,Revision Total Hip Arthroplasty,recon,hip,False,"[""approach_lower_ext_hip_posterior_moore_southern"", ""approach_lower_ext_hip_anterior_smith_peterson""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
revision_tka,Revision Total Knee Arthroplasty,recon,knee,False,"[""approach_lower_ext_knee_anterior_medial_parapatellar""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Ensure parapatellar exposure details, extensor mechanism, saphenous branch, tibial tubercle/patella landmarks from knee approach pages (12028 etc.).""]",weak/none
ankle_arthrodesis,Ankle Arthrodesis,foot_ankle,ankle,False,"[""approach_lower_ext_ankle_anterior""]",[],[],0,0,0,0,2,0,True,False,0,"[""important_anatomy"", ""structures_at_risk"", ""landmarks"", ""approach_notes""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 1, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,must_fix,"[""supported with recs but very low anatomy/risk/landmark/note coverage"", ""no important_anatomy despite mapped approach"", ""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",weak/none
hallux_valgus_correction,Hallux Valgus (Bunion) Correction,foot_ankle,foot,True,[],[],[],0,0,0,1,2,1,False,False,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
trigger_finger_release,Trigger Finger Release,hand,hand,True,[],[],[],0,0,0,1,2,1,False,False,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 0, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",0,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
humeral_shaft_fracture_orif,Humeral Shaft Fracture ORIF,trauma,humerus,False,"[""approach_humerus_anterolateral_distal"", ""approach_humerus_posterior_triceps_split""]",[],[],1,1,0,1,2,3,True,True,1,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 2}",3,should_fix,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Add radial nerve spiral groove / compartment details and specific anterolateral vs posterior (or leg) approach pearls from shaft fracture pages.""]",partial
lisfranc_orif,Lisfranc ORIF / Arthrodesis,foot_ankle,foot,True,[],[],[],1,0,0,2,2,3,False,True,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 0, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",1,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
scfe_pinning,SCFE Percutaneous Pinning / Modified Dunn,pediatrics,hip,True,[],[],[],1,1,0,2,2,4,False,True,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",2,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
acdf,Anterior Cervical Discectomy and Fusion (ACDF),spine,cervical,True,[],[],[],1,1,0,1,2,3,False,True,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 2}",1,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
posterior_lumbar_decompression_fusion,Posterior Lumbar Decompression and Fusion,spine,lumbar,True,[],[],[],1,1,0,1,1,3,False,True,1,[],"{""approach_accuracy"": 0, ""anatomy_usefulness"": 1, ""structures_at_risk_usefulness"": 1, ""landmark_usefulness"": 0, ""approach_notes_usefulness"": 1, ""pimp_topic_usefulness"": 1}",1,unsupported_gap,"[""manual_review due to catalog gap (no matching approach ID or insufficient OB support for deterministic recs)""]",[],partial
total_shoulder_arthroplasty,Total Shoulder Arthroplasty,recon,shoulder,False,"[""approach_shoulder_deltopectoral""]",[],[],1,1,0,1,1,3,True,True,1,"[""landmarks""]","{""approach_accuracy"": 5, ""anatomy_usefulness"": 3, ""structures_at_risk_usefulness"": 3, ""landmark_usefulness"": 2, ""approach_notes_usefulness"": 3, ""pimp_topic_usefulness"": 1}",3,should_fix,"[""no landmarks despite clear incision/exposure landmarks on OB approach pages for similar cases""]","[""Audit specific OB topic + dedicated /approaches/ page for this procedure; pull 2-4 high-yield items per weak dimension (anatomy, risks, landmarks, notes) with exact section citations.""]",partial
